22353,22/7,22/7 (Nanabun no Nijyūni),Rikaisha,22/7,Insert Song,1:56,44,https://files.catbox.moe/gulybb.webm,https://files.catbox.moe/pc9e3m.mp3
22353,22/7,22/7 (Nanabun no Nijyūni),Boku wa Sonzai Shiteinakatta,22/7,Insert Song,4:05,44,https://files.catbox.moe/gfx5za.webm,https://files.catbox.moe/eb0kf2.mp3
22353,22/7,22/7 (Nanabun no Nijyūni),Boku wa Sonzai Shiteinakatta,Mei Hanakawa,Insert Song,0:36,50,https://files.catbox.moe/0u28cw.webm,https://files.catbox.moe/9szp60.mp3
23687,22/7,22/7 (Nanabun no Nijyūni),Muzui,22/7,Opening 01,1:30,52,https://files.catbox.moe/f8h4wx.webm,https://files.catbox.moe/arrpgj.mp3
23687,22/7,22/7 (Nanabun no Nijyūni),Kamisama ni Yubi wo Sasareta Boku-tachi,Moe Suzuhana & Urara Takatsuji & Aina Takeda,Ending 01,1:28,34,https://files.catbox.moe/v5jm81.webm,https://files.catbox.moe/v8txxu.mp3
20391,25-sai no Joshikōsei: Kodomo ni wa Oshierarenai Koto Shite Yaru yo,25-Year-Old High School Girl,Reunion,Saki Hazuki,Ending 01,1:34,24,https://files.catbox.moe/laf9k8.webm,https://files.catbox.moe/95zwg5.mp3
18166,3-gatsu no Lion,March comes in like a lion,Answer,BUMP OF CHICKEN,Opening 01,1:29,52,https://files.catbox.moe/wcxc8n.webm,https://files.catbox.moe/61kwir.mp3
18166,3-gatsu no Lion,March comes in like a lion,Sayōnara Bystander,YUKI,Opening 02,1:29,50,https://files.catbox.moe/v8ae9w.webm,https://files.catbox.moe/njv4yy.mp3
18166,3-gatsu no Lion,March comes in like a lion,Fighter,BUMP OF CHICKEN,Ending 01,1:29,47,https://files.catbox.moe/f1ye43.webm,https://files.catbox.moe/cc4hhx.mp3
18166,3-gatsu no Lion,March comes in like a lion,Nyaa Shougi Ondo,"Kana Hanazawa, Ai Kayano, Misaki Kuno",Ending 02,1:30,53,https://files.catbox.moe/odsinq.webm,https://files.catbox.moe/tnpkdc.mp3
18166,3-gatsu no Lion,March comes in like a lion,orion,Kenshi Yonezu,Ending 03,1:29,42,https://files.catbox.moe/o6yb4b.webm,https://files.catbox.moe/es8hj7.mp3
18166,3-gatsu no Lion,March comes in like a lion,En Fermant les Yeux,Nathalie Roudet,Insert Song,1:34,38,https://files.catbox.moe/1529x7.webm,https://files.catbox.moe/n9z28r.mp3
18166,3-gatsu no Lion,March comes in like a lion,Nyaa Shougi Ondo,"Kana Hanazawa, Ai Kayano, Misaki Kuno",Insert Song,1:29,57,https://files.catbox.moe/gxgiax.webm,https://files.catbox.moe/3kjcic.mp3
19356,3-gatsu no Lion,March comes in like a lion,Flag o Tatero,YUKI,Opening 01,1:29,52,https://files.catbox.moe/zm1bub.webm,https://files.catbox.moe/nc3seg.mp3
19356,3-gatsu no Lion,March comes in like a lion,Haru ga Kite Bokura,UNISON SQUARE GARDEN,Opening 02,1:29,44,https://files.catbox.moe/uljxqo.webm,https://files.catbox.moe/ny2p7h.mp3
19356,3-gatsu no Lion,March comes in like a lion,Kafune,Brian the Sun,Ending 01,1:29,28,https://files.catbox.moe/qpjp9o.webm,https://files.catbox.moe/6jjb2s.mp3
19356,3-gatsu no Lion,March comes in like a lion,I AM STANDING,RUANN,Ending 02,1:29,33,https://files.catbox.moe/hh5ebu.webm,https://files.catbox.moe/2zun5o.mp3
18733,3-Nen D-gumi Glass no Kamen,The Glass Mask Year 3 Class D,Tasogare no End,Kana Asumi & Rumi Ookubo feat. Yuki Kaji,Ending 01,0:39,17,https://files.catbox.moe/wa0i46.webm,https://files.catbox.moe/opv1t6.mp3
11962,30-sai no Hoken Taiiku,A Thirty-Year Old's Health and Physical Education,Koi no Dōtei,kanon x kanon,Opening 01,1:28,26,https://files.catbox.moe/nnamnv.webm,https://files.catbox.moe/bd1192.mp3
11962,30-sai no Hoken Taiiku,A Thirty-Year Old's Health and Physical Education,learn together,AiRI,Ending 01,1:13,25,https://files.catbox.moe/j3i8s7.webm,https://files.catbox.moe/s0gtly.mp3
20317,3D Kanojo Real Girl,Real Girl,Daiji na Koto,Quruli,Opening 01,1:29,37,https://files.catbox.moe/p4x19a.webm,https://files.catbox.moe/jgbw0g.mp3
20317,3D Kanojo Real Girl,Real Girl,HiDE the BLUE,BiSH,Ending 01,1:26,24,https://files.catbox.moe/1lsxm8.webm,https://files.catbox.moe/erfzoe.mp3
